"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"GSE103224-GSM2758471-PJ016_Tumor_0"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"0"
"GSE103224-GSM2758471-PJ016_Tumor_1"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"1"
"GSE103224-GSM2758471-PJ016_Tumor_2"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"2"
"GSE103224-GSM2758471-PJ016_Tumor_3"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"3"
"GSE103224-GSM2758471-PJ016_Tumor_4"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"4"
"GSE103224-GSM2758471-PJ016_Tumor_5"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"5"
"GSE103224-GSM2758471-PJ016_Tumor_6"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"6"
"GSE103224-GSM2758471-PJ016_Tumor_7"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"7"
"GSE103224-GSM2758471-PJ016_Tumor_8"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"8"
"GSE103224-GSM2758471-PJ016_Tumor_9"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"9"
"GSE103224-GSM2758471-PJ016_Tumor_10"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"10"
"GSE103224-GSM2758471-PJ016_Tumor_11"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"11"
"GSE103224-GSM2758471-PJ016_Tumor_12"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"12"
"GSE103224-GSM2758471-PJ016_Tumor_13"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"13"
"GSE103224-GSM2758471-PJ016_Tumor_14"	"GSE103224-GSM2758471-PJ016"	"Tumor"	"14"
"GSE103224-GSM2758472-PJ017_Myeloid_1"	"GSE103224-GSM2758472-PJ017"	"Myeloid"	"1"
"GSE103224-GSM2758472-PJ017_Myeloid_2"	"GSE103224-GSM2758472-PJ017"	"Myeloid"	"2"
"GSE103224-GSM2758472-PJ017_Myeloid_4"	"GSE103224-GSM2758472-PJ017"	"Myeloid"	"4"
"GSE103224-GSM2758472-PJ017_Myeloid_6"	"GSE103224-GSM2758472-PJ017"	"Myeloid"	"6"
"GSE103224-GSM2758472-PJ017_Myeloid_8"	"GSE103224-GSM2758472-PJ017"	"Myeloid"	"8"
"GSE103224-GSM2758472-PJ017_Myeloid_12"	"GSE103224-GSM2758472-PJ017"	"Myeloid"	"12"
"GSE103224-GSM2758472-PJ017_T cells_4"	"GSE103224-GSM2758472-PJ017"	"T cells"	"4"
"GSE103224-GSM2758472-PJ017_T cells_10"	"GSE103224-GSM2758472-PJ017"	"T cells"	"10"
"GSE103224-GSM2758472-PJ017_T cells_14"	"GSE103224-GSM2758472-PJ017"	"T cells"	"14"
"GSE103224-GSM2758472-PJ017_Tumor_0"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"0"
"GSE103224-GSM2758472-PJ017_Tumor_1"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"1"
"GSE103224-GSM2758472-PJ017_Tumor_3"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"3"
"GSE103224-GSM2758472-PJ017_Tumor_4"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"4"
"GSE103224-GSM2758472-PJ017_Tumor_5"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"5"
"GSE103224-GSM2758472-PJ017_Tumor_6"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"6"
"GSE103224-GSM2758472-PJ017_Tumor_7"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"7"
"GSE103224-GSM2758472-PJ017_Tumor_8"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"8"
"GSE103224-GSM2758472-PJ017_Tumor_9"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"9"
"GSE103224-GSM2758472-PJ017_Tumor_10"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"10"
"GSE103224-GSM2758472-PJ017_Tumor_11"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"11"
"GSE103224-GSM2758472-PJ017_Tumor_12"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"12"
"GSE103224-GSM2758472-PJ017_Tumor_13"	"GSE103224-GSM2758472-PJ017"	"Tumor"	"13"
"GSE103224-GSM2758473-PJ018_Myeloid_6"	"GSE103224-GSM2758473-PJ018"	"Myeloid"	"6"
"GSE103224-GSM2758473-PJ018_Stroma_10"	"GSE103224-GSM2758473-PJ018"	"Stroma"	"10"
"GSE103224-GSM2758473-PJ018_Stroma_11"	"GSE103224-GSM2758473-PJ018"	"Stroma"	"11"
"GSE103224-GSM2758473-PJ018_Tumor_0"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"0"
"GSE103224-GSM2758473-PJ018_Tumor_1"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"1"
"GSE103224-GSM2758473-PJ018_Tumor_2"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"2"
"GSE103224-GSM2758473-PJ018_Tumor_3"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"3"
"GSE103224-GSM2758473-PJ018_Tumor_4"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"4"
"GSE103224-GSM2758473-PJ018_Tumor_5"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"5"
"GSE103224-GSM2758473-PJ018_Tumor_6"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"6"
"GSE103224-GSM2758473-PJ018_Tumor_7"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"7"
"GSE103224-GSM2758473-PJ018_Tumor_8"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"8"
"GSE103224-GSM2758473-PJ018_Tumor_9"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"9"
"GSE103224-GSM2758473-PJ018_Tumor_10"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"10"
"GSE103224-GSM2758473-PJ018_Tumor_12"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"12"
"GSE103224-GSM2758473-PJ018_Tumor_13"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"13"
"GSE103224-GSM2758473-PJ018_Tumor_14"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"14"
"GSE103224-GSM2758473-PJ018_Tumor_15"	"GSE103224-GSM2758473-PJ018"	"Tumor"	"15"
"GSE103224-GSM2758474-PJ025-part-1_Stroma_10"	"GSE103224-GSM2758474-PJ025-part-1"	"Stroma"	"10"
"GSE103224-GSM2758474-PJ025-part-1_Stroma_11"	"GSE103224-GSM2758474-PJ025-part-1"	"Stroma"	"11"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_0"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"0"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_1"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"1"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_2"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"2"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_3"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"3"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_4"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"4"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_5"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"5"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_6"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"6"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_7"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"7"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_8"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"8"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_9"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"9"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_10"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"10"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_12"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"12"
"GSE103224-GSM2758474-PJ025-part-1_Tumor_14"	"GSE103224-GSM2758474-PJ025-part-1"	"Tumor"	"14"
"GSE103224-GSM2758474-PJ025-part-2_Myeloid_1"	"GSE103224-GSM2758474-PJ025-part-2"	"Myeloid"	"1"
"GSE103224-GSM2758474-PJ025-part-2_Myeloid_6"	"GSE103224-GSM2758474-PJ025-part-2"	"Myeloid"	"6"
"GSE103224-GSM2758474-PJ025-part-2_Myeloid_14"	"GSE103224-GSM2758474-PJ025-part-2"	"Myeloid"	"14"
"GSE103224-GSM2758474-PJ025-part-2_Stroma_10"	"GSE103224-GSM2758474-PJ025-part-2"	"Stroma"	"10"
"GSE103224-GSM2758474-PJ025-part-2_Stroma_11"	"GSE103224-GSM2758474-PJ025-part-2"	"Stroma"	"11"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_0"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"0"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_1"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"1"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_2"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"2"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_3"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"3"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_4"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"4"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_5"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"5"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_7"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"7"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_8"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"8"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_12"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"12"
"GSE103224-GSM2758474-PJ025-part-2_Tumor_14"	"GSE103224-GSM2758474-PJ025-part-2"	"Tumor"	"14"
"GSE103224-GSM2758474-PJ030-part-2_Myeloid_6"	"GSE103224-GSM2758474-PJ030-part-2"	"Myeloid"	"6"
"GSE103224-GSM2758474-PJ030-part-2_Myeloid_14"	"GSE103224-GSM2758474-PJ030-part-2"	"Myeloid"	"14"
"GSE103224-GSM2758474-PJ030-part-2_Stroma_5"	"GSE103224-GSM2758474-PJ030-part-2"	"Stroma"	"5"
"GSE103224-GSM2758474-PJ030-part-2_Stroma_10"	"GSE103224-GSM2758474-PJ030-part-2"	"Stroma"	"10"
"GSE103224-GSM2758474-PJ030-part-2_Stroma_11"	"GSE103224-GSM2758474-PJ030-part-2"	"Stroma"	"11"
"GSE103224-GSM2758474-PJ030-part-2_Stroma_14"	"GSE103224-GSM2758474-PJ030-part-2"	"Stroma"	"14"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_0"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"0"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_1"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"1"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_2"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"2"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_3"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"3"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_4"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"4"
